txt	polarity
RT USERNAME: مزَّقت رصاصة قناص قلبه.. ولا يزال متشبثاً بكسرة الخبز ؛  جوع وخوف.. اللهم انصر اهلنا في #سوريا !!   URL 	Negative
#سوريا: قتلى وجرحى في إنفجار سيارة مفخخة أمام مسجد بلال الحبشي في حي عكرمة بمدينة حمص. 	Negative
#سوريا #درعا   درعا النعيمه الاشتباكات تتصاعد الان بين الجيش السوري الحر وقوات النظام وتزامن قصف عنيف من الدبابات ورجمات الصورايخ 	Negative
#سوريا  قصف لقوات النظام بالمدفعية الثقيلة يستهدف بلدة #عقرب #حماة 	Negative
أمي بتقولي متتجوزش سورية ما بيعمروش ....يا ماما  انت متعرفيش حاجة اصلا 	Neutral
RT USERNAME: أموي #سوريا •     -#حماة_كفرنـْـْبودة-   فيلق الشام يستهدف بمدفع إلى جهنم معاقل النظام في قاعدة تل عثمان غرب... URL 	Negative
USERNAME اللهم عجل بنصرهم ياااارب انصر اخواننا اهل السنه في سوريا وارحم شهدائهم 	Positive
RT USERNAME: نتوجس من ايران، وتركيا و العراق ونشك بنوايا قطر ولديناعداء معلن مع سوريا و اسرائيل بالتأكيد، ونشك بحكومة حماس غزه ويزع… 	Negative
RT USERNAME: تخيلوا بشار يفوز بنسبة 81%.... ياعيبشوم !! #سوريا #الجزائر 	Negative
RT USERNAME: قلت و أعيد القول : استخدام المجاهدين في #سوريا وسائل الاتصال الحديثة دون وعي بالأمن التقني وفر قاعدة بيانات ضخمة عنهم ستكون… 	Negative
RT USERNAME: الفنان وليد سركيس... من الاستوديو إلى ساحات القتال في #سوريا (فيديو)... URL 	Neutral
استهداف اوكار الأسد في مطار أبو الضهور العسكري بعدد من صواريخ غراد URL #دمشق #إدلب #حماة 	Negative
RT USERNAME: من عجائب هذا الزمان..قناة الأقصى تعزي قناة المنارالشيعية بهلاك طاقمها في سوريا أثناء قتالهم بجانب النصيرية في معلولا. … 	Negative
RT USERNAME: ناشطون: قصف من الطيران المروحي بالبراميل المتفجرة يستهدف الجبل الشرقي بمدينة الزبداني. #العرب #سوريا #سورية 	Negative
#غرد_بصورة #سوريا  باقون هُنا ولن يفنى الأمل بأذن الله أطفال سوريا الذين حملوا الهم مبكراً يعلمون العالم معنى الصبر URL 	Positive
USERNAME من جد وهذا اصلا شي انساني ماله دخل بالدين! والكوريين نفسهم تعاطفوا مع قضية سوريا وفلسطين 	Positive
\"وورلد تريبيون\" الأمريكية : الغارة الأردنية على الحدود مع سوريا استهدفت قافلة مسلحين تدربوا على يد المخابرات الأمريكية حالوا دخول الأردن 	Negative
RT USERNAME: اللهم احفظ أهل سوريا وانصرهم وعافهم وأهلك عدوك وعدوهم  #سوريا #سوريا_اقترب_النصر #الشام #سوريا_نحن_معكم 	Positive
USERNAME  بلادي وإن جارت علي عزيزة وأهلي وإن ضنوا علي كرام ..  اللهم انصر #سوريا  ...... 	Positive
| #سوريا - ريف دمشق / المليحة | إرسال \"أبو مصطفى الميداني\" قائد كتيبة \"عباد الرحمن\" مع /٦/ من عناصره لملاقاة \"الحوريات\" ..#تصفيير 	Neutral
RT USERNAME: 7500 ر.ق تتكفل بتشغيل #المخبز_القطري ليوم واحد أي 120,000 رغيف خبز يدخل بيوت 7500 عائلة سورية في حلب وادلب وحماة URL 	Positive
USERNAME USERNAME ههههه ثوار سوريا الأحرار الأبطال الي عندهم شجاعة وكرامة ياعبيد بشار !!! 	Negative
iالثوار يتقدمون في جبهات #حلب. والنظام يتراجع .    URL …  #سوريا  #syria  #دمشق  #حمص\" 	Negative
RT USERNAME: #شام #سوريا| #حلب: القاء برميلين متفجرين على حيي بستان القصر والكلاسة من الطيران المروحي. 	Negative
RT USERNAME: معبرة جدا جدا  السعودية ١ مصر ٤ فلسطين ٢ سوريا قبضة URL 	Negative
RT USERNAME: \"USERNAME: الانتخابات الرئاسية السورية ..  المترشحين للرئاسة حتى الآن هؤلاء فقط !!!  #سوريا #دمشق #حمص #حلب  . URL" 	Neutral
RT USERNAME: جامد، يفشخ، يشلخ، يجلط .. فوق الوصف يا باسم   URL #سورية #syria  #مصر #انتخبوا_العرص #السيسي 	Negative
#كاريكتير الشيطان يستعيذ من حكامنا .. أعوذ بالله من الحاكم الرجيم !! #سوريا #الجزائر #مصر #فلسطين ..الخ  USERNAME URL 	Negative
RT USERNAME: في سوريا يموتون خوفا وجوعا، وفي العراق حرب وتشريد، وفي اليمن قتل وترويع و #المصارعة_الحرة_في_الرياض   \"لعمرك إنهم لفي سكرته… 	Negative
#شام #سوريا | #ريف_دمشق : تجدد القصف من قبل قوات النظام على مدن وبلدات الغوطة الشرقية. 	Negative
RT USERNAME: #شام #سوريا | ريف #درعا : إشتباكات بين الجيش الحر وقوات النظام تجري في بلدة اليادودة 	Negative
RT USERNAME: الظواهري أعلان وجود القاعدة في سوريا اعطى فرصة لأمريكا والنظام السوري كانوا ينتظرونها بفارغ الصبر أين كانت هذه العقلية عندما د… 	Negative
RT USERNAME: مني انا ام علي لثوار سوريا !!!!!!! URL 	Neutral
\": : جرائمهم جعلت نظرات أولئك الاطفال تحكي وجع سنين أكبر من عمرهم الافتراضي .  #سوريا #سوريه URL" 	Negative
#انفصام_الشخصية_عند_الإخوانية #داعش #الأخوان  #لا_يضر_مع_الإخوانية_ذنب  #القاعدة تقتل المسلمين في سوريا وتعزي حالش  URL 	Negative
اذا كلمك احدهم عن وجود منظمات لحقوق الانسان في العالم فاخرسه بهذه الصورة من #سوريا   URL 	Negative
USERNAME إخوان الشر يستعينون بشباب مغيب مقابل دراهم معدوده، وكلب سوريا يستعين بحزب اللاة وروافض العراق ويدعم الاثنين شياطين قطر وروسيا وأمريكا 	Negative
: هام جداً إلى المجاهدين في الشام #سوريا طريقة تفجير البراميل في الجو التي يليقيها طيران العدو  URL" 	Negative
RT USERNAME: يارب رحماك بهم 😔 #سوريا URL 	Positive
RT USERNAME: اول ظهور بالصوت والصورة للشيخ المجاهد أحمد الأسير  URL #سوريا #بيروت #طرابلس #حالش 	Positive
USERNAME  يا راجل يعني إنت قادر الحين تسقط نظام في العراق أو سوريا عاوز تحارب العالم كله روح اتغطى كويس 	Negative
#سوريا #حماة  مصدر ميداني لتلفزيون الخبر: استمرار العملية العسكرية في مدينة #مورك شمال حماة وسط تقدم للجيش العربي... URL 	Negative
RT USERNAME: أموي #سوريا •   #Ghuota   الغوطة الشرقـْـْية # سقبا # 18-04-2014     الشهيد البطل وائل الأكتع (أبو عمر) استشهد... URL 	Negative
RT USERNAME: أطفال سوريا يموتون من البرد !  فعلا ً حكام العرب مافيهم فحل الله يخذلكم زي ماخذلتوهم ..!  #سوريا #برد #ثلج 	Negative
RT USERNAME: العدناني و قناة العربية   يتنافسون علي من اكبر كذاب بينهم !!   #سوريا  #الرقة 	Negative
#العرب_القطرية: قوات الأسد تقصف أحياء حمص المحاصرة URL #سوريا #Syria 	Negative
#سورية  #جبهة_النصرة اليوم قصف جمرك نصيب بقذائف الهاون ردا ع البراميل المتفجرة غزوة #الثأر_لدماء_المسلمين (3)#درعا   URL 	Negative
Syria #BBC #France24 URL تنسيقية مدينة دوما: ملخص مجريات الأحداث الميدانية & الفيديوهات الهامة ليوم جمعة “أنقذوا حمص... 	Negative
#الدولة_الإسلامية_في_العراق_والشام #كلمة_العدناني_ماكان_هذا_منهجنا #الشعب_يقول_كلمته #سوريا URL 	Negative
RT USERNAME: شام حمص الوعر مكان سقوط احدى القذائف وآثار الدمار التي خلفته 18 4 2014 URL #syria #سوريا 	Negative
أموي #سوريا •  #أهل_الشام - بـْـْطولة يسطرها احد المجاهدون خلال انقاذ احد المصابين وهو في مرمى قناص مليشيات... URL 	Positive
RT USERNAME: سوريا: راجمات صواريخ المسلحين تستهدف الشهباء الجديدة ومحيطها بالتزامن مع هجوم على فرع المخابرات الجوية في حلب 	Negative
#SyrianRevolution #شام #سوريا | حلب : الطيران المروحي يلقي برميلين متفجرين على حي مساكن هنانو. URL #Syria #SyrianRevo 	Negative
#SyrianRevolution | #حماة #الريف_الشمالي |  : الجيش الحر يستهدف بمدفع جهنم معاقل النظام في ... URL #Syria #SyrianRevo 	Negative
#سوريا - #إدلب - سرجة :: استشهد اليوم شاب من سرجة يدعى محمد جمال الدين الأشقر بانفجار قرب جامع بلال بحمص عند دوار... URL 	Negative
RT USERNAME: ينادون: أين غيرة المسلمين !! لمن نترك أهل سوريا !!  فإذا ذهب أحد أبنائهم للشام استنجدوا بالحكومات لإحضار أولادهم !! URL 	Negative
URL درعا/ قائد مدفعية سجيل رمزي ابازيد بخير وسلامة اصابة بسيطة اجر عافية يا بطل 2014/4/18  #درعا  #سوريا 	Positive
RT USERNAME: #شام #سوريا | #السويداء : قذيفة هاون تسقط قرب مساكن الكهرباء في المدينة دون وقوع أي أضرار. 	Negative
