sentiment,txt
negative,﻿و الله و الله عباره عن أعاده تدوير للمخلفات النوويه و الأردن منها بس الأرض و الجمهور بتراب الفلوس ارحمو هل البلد هلكتوها صرنا علا لسان الكل انا إحنا حراميه و بس كلشي انباع بالبلد الواحد خايفه بكره يبعيوه كمان ارحمونا الله لا يسامحكم
negative,ما هيك بيقولوا : للأسف ما عجبت حدا . انت جاهل يا هذا . ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله . انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين . انت هيك تبين انك في قمة الجهل و العار . قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ . انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب
negative, مسوي انه مندهش
negative, دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا
negative,﻿عادي محنا اتعودنا على الرفع من يوم يومنا و احنا ما بنعرف غير الرفع همه برفعو و نحنا بندفع و على حسابنا
positive,﻿يا جماعه دعواتكم لاهل سوريا فهم في اشد الحاجه لدعائنا لنرفع اكفنا لرب الكون ان يحميهم و يحمي كل امة محمد لا تنسوهم من دعائكم و المال الذي وهبكم الله فيا بني ادم يوما لك ويوما عليك و كما تدين تدان
positive,﻿اللهم اغفر له و وسع لك رحمتك له و اصلح له ذريته
positive,والنعم والاخلاق والنعم والصداقه والنعم ف الاخوه
positive,﻿و ريحة الياس و الحنة
negative, انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالمية ثالثة وما رح اتخلص غير لما نتخزق
positive,﻿صباحك طيب كطيب المسك و العنبر
negative,﻿احنا شعب مش عارفين نبني شارع و نعمل له صيانة كيف موضوع مفاعل ما عنا خبرة فيه و كل البلاد المتقدمة بس بلشت تلغي هذا النوع من الطاقة . رحنا لجأنا له. متناسين اننا في منطقة حفرة الانهدام و عرضة للزلازل . و غير اننا عرضة للنصب من خلال الجهل و الفساد المتفاقمين عنا. و غير نسب السرطان المتزايدة بدون واسطة . و بالاخير بقولوا عنا شعب متخلف اذا رفضنا علم صعب التطبيق عنا.. و الاولى انو نراجع ادارة الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقة وغيرها ....
negative,﻿ لو حد يا جماعة يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو 
positive,والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي
negative, انسان غريب 
positive,يا عني علي ذكرك و شكرك و حسن عبادتك
negative,"﻿هو أحنا خلينآ نخلص أم هالبرجين الللي صرلهم 16 سنة و بعدين بنفكر نعمل نووي "" سلمي "" هههه من الديسي"
positive,يارب يقدرنا على ادخال المياه النظيفة لكل بيت محتاجة المياه
negative, لا حول ولا قوة اللا بالله العظيم ،لم أكن أعلم ان نسبة ذكاء العرب منخفضه جدا الى هذا الحد
negative,من وين انجيب حرام عليكم
negative,﻿حسبنا الله و نعم الوكيل في اناس همهم تجويع الشعب
negative,مسكيييييييييين﻿
negative, يلعن اخت المياعة والبياخة
negative, صوتك موش حلو
positive,ما اروع برنامج الطريق الى الله
positive,الكلام في البدايه بكون حلو لاكن من يبقي خير
positive,روعه
negative, يعني هي ما راح تعتزر
negative, هذا انا واغني وانا بالحمام وانتوا .. بكرامه صوتي احلا من العاهات هذيل
positive,احسنت و ابدعت و وصفت ما يدور او يجول في راس كل شاب ملتزم و كل فتاه عفيفه نقيه تقيه
positive,ربنا يبارك فيك
negative, وش جابني هنا ثقيلين دم
negative, حثالة و شباب صايع
positive,لو نريد الخشوع حقا نطلق الدنيا
negative,المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه وستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة
positive,فعلا والله هو القرار والثبات عليه
negative,﻿و الله مش عارفة شو بدنا نسوي نشحد مثلا
positive,حلو الشخص يكون عنده هدف و يشتغل عليه لكن الدراسه شئ ضروري .. 
positive,المهم هو الصادق معي الناصح لي
positive,الحب في الله شيء جميل جدا 
positive,يارب احمينا من شرور انفسنا وسىئات اعمالنا
negative,﻿أنا ضد النووي .و الأﺟﺪﻯ ﺑﺪﻭﻟﻪ كالأردن البحث عن مصادر للطاقه النظيفه .و خصوصا إننا نفتقر للماء . و الأجدى بنا أيضا أن نبحث عن سبل لحل مشكلة المياه بالمبالغ التي ستصرف على المفاعلات النوويه
positive,الوفاء في غير قلبك ما لقيت
positive,يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا
negative, هبله
positive,﻿اللهم اجعل سريرتي خير من على نيتي و اجعل على نيتي صالحة
negative, حتى فى التخلف مش فالحين منيح
positive,﻿اللهم نقي نفوسنا و أجعلنا لك من المخلصين سرا و جهرا 
positive,﻿الله على دينا العظيم
negative, بعضهم جايبينهم تمثيل 
negative,اللي لفت انتباهي الدبه اللي﻿ جنبها
negative,﻿بس مو مزبوط
positive,﻿يا رب بلغنا رمضان و أنت راضي عنا 
positive,اشداء على الكفار رحماء بينهم
negative,مارح يتغير شي بعد 50 سنه رح نلاقي بالجرايد خالد النووي يطالب ابراهيم النووي بتأجيل مشروع المفاعل النووي لان في مشاريع اهم زي مياه سفيان الديسي وخط ابو يوسف للباص السريع ... عادي
negative, قرف شوهاد شي بخزي عنجد 
negative, روح انتحر !! 
negative, عاهاتك يا وطني
positive,هذا هو المهم
positive,﻿كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا و صيامنا
positive,هاي اخلاق خليلنا الحبيب
positive,صباحات الانوار 
positive,جزاك الله خيرا ياأستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من أمثالك
